episode,mean_i,mean_c,var_i,var_c,loss
70,0.5136794447898865,0.5122729539871216,0.9887273907661438,0.9939333200454712,0.0004919396
71,0.5077841877937317,0.5060988068580627,0.9899312257766724,0.9948557019233704,5.296213e-06
72,0.5038577318191528,0.502021312713623,0.9909969568252563,0.9956499934196472,5.790342e-05
73,0.5005019903182983,0.4985167980194092,0.9918342232704163,0.9963247179985046,-0.00036140956
74,0.4985186457633972,0.4964364171028137,0.9925888776779175,0.9969620704650879,0.00032620155
75,0.4964374899864197,0.4942440092563629,0.9932794570922852,0.997557520866394,7.033974e-05
76,0.4985932409763336,0.4964682161808014,0.9938132762908936,0.9980579614639282,0.0002597505
77,0.5000532269477844,0.4979979395866394,0.9943781495094299,0.9985315799713135,0.00025852697
78,0.4993630349636078,0.49728846549987793,0.9949633479118347,0.9989938139915466,6.836899e-05
79,0.4956032335758209,0.4933689832687378,0.995571494102478,0.9994687438011169,9.744114e-05
80,0.4942672550678253,0.4919935464859009,0.9960917830467224,0.9998677968978882,6.684202e-05
81,0.492849737405777,0.4905472993850708,0.9965694546699524,1.000217080116272,-9.9963756e-05
82,0.4934253394603729,0.49118322134017944,0.9969878196716309,1.000521183013916,0.00021671069
83,0.4916512072086334,0.48933857679367065,0.9974187016487122,1.000867486000061,0.0002855354
84,0.4894074499607086,0.48702600598335266,0.9978743195533752,1.0012105703353882,0.00036197607
85,0.48758628964424133,0.48516643047332764,0.9982848167419434,1.0015088319778442,-3.652199e-05
86,0.48532143235206604,0.482868492603302,0.9987416863441467,1.001824975013733,0.00066393614
87,0.4845845401287079,0.48216870427131653,0.999129056930542,1.002081274986267,-6.92265e-05
88,0.4803565740585327,0.4778601825237274,0.9995707273483276,1.002372145652771,0.00012722802
89,0.4767550528049469,0.4741954207420349,0.9999313354492188,1.0026134252548218,-0.00037104668
90,0.4701399803161621,0.4674284756183624,1.000332236289978,1.0028886795043945,6.37982e-05
91,0.46744558215141296,0.4647306203842163,1.0006487369537354,1.003090739250183,0.00025985975
92,0.4650022089481354,0.46227455139160156,1.000932216644287,1.0032837390899658,8.579963e-05
93,0.46679288148880005,0.464187353849411,1.0011299848556519,1.0033997297286987,0.00021840534
94,0.4697241485118866,0.46721431612968445,1.0012450218200684,1.00348961353302,-0.00030609075
95,0.4744020104408264,0.47204500436782837,1.001338243484497,1.0035592317581177,0.00035862677
96,0.48102471232414246,0.4789030849933624,1.0014114379882812,1.003596544265747,0.0002496246
97,0.4869503378868103,0.4850328266620636,1.0014896392822266,1.003650426864624,0.00022771537
98,0.49469253420829773,0.4930392801761627,1.0015403032302856,1.0036877393722534,0.00030602326
99,0.5010594725608826,0.49964359402656555,1.001612901687622,1.0037294626235962,1.7879931e-05
100,0.5086983442306519,0.5075664520263672,1.001652717590332,1.0037466287612915,-0.00013850053
101,0.512216329574585,0.5112176537513733,1.0017316341400146,1.0038033723831177,0.000174707
102,0.516198456287384,0.5153511762619019,1.001802682876587,1.003854513168335,1.634952e-05
103,0.520789623260498,0.5201205611228943,1.00188410282135,1.0039061307907104,0.00019604925
104,0.5265830755233765,0.5261339545249939,1.001938819885254,1.0039396286010742,-0.00027482447
105,0.5253575444221497,0.5248715877532959,1.0020313262939453,1.0040031671524048,0.00017458084
106,0.519838273525238,0.5191612839698792,1.0021647214889526,1.0041002035140991,0.00041432751
107,0.5146549344062805,0.5137961506843567,1.0022748708724976,1.004185438156128,-0.00023943416
108,0.5114434957504272,0.5104743838310242,1.0023664236068726,1.0042526721954346,-9.816805e-05
109,0.5105666518211365,0.5095774531364441,1.0024646520614624,1.004312515258789,0.0003398982
110,0.5086508989334106,0.5076088905334473,1.0025742053985596,1.0043808221817017,7.583028e-05
111,0.5052119493484497,0.5040728449821472,1.0027157068252563,1.0044705867767334,0.0003211851
112,0.5038056373596191,0.5026406049728394,1.002841830253601,1.004546880722046,0.0002000463
113,0.5024906396865845,0.5013023614883423,1.0029518604278564,1.004612684249878,-0.00019792838
114,0.4988609254360199,0.4975731670856476,1.003082275390625,1.004704236984253,9.0539994e-05
115,0.4933326244354248,0.4918985068798065,1.0032427310943604,1.004817008972168,0.00015881893
116,0.4894201159477234,0.4879092574119568,1.0033847093582153,1.004901647567749,-6.715958e-05
117,0.48500490188598633,0.48341378569602966,1.0035223960876465,1.0049824714660645,-0.00019556796
118,0.48106855154037476,0.4794360399246216,1.003653645515442,1.0050455331802368,-0.00020562239
119,0.48066744208335876,0.4790659248828888,1.0037366151809692,1.0050820112228394,0.00040774044
120,0.47909003496170044,0.47750383615493774,1.0038554668426514,1.0051428079605103,0.0003781788
121,0.47931715846061707,0.47777342796325684,1.0039539337158203,1.0051977634429932,0.0005301723
122,0.47738635540008545,0.4758104085922241,1.0040911436080933,1.005306601524353,0.0007073717
123,0.4741516709327698,0.4725132882595062,1.0042455196380615,1.0054339170455933,0.00026506142
124,0.47076359391212463,0.4690246880054474,1.004384994506836,1.0055714845657349,0.00025299325
125,0.46760931611061096,0.46574729681015015,1.0045050382614136,1.0057071447372437,7.982088e-05
126,0.4627510607242584,0.46075019240379333,1.0046502351760864,1.0058523416519165,-2.0394342e-05
127,0.4547746181488037,0.4525773525238037,1.004825234413147,1.0060232877731323,-0.00038740196
128,0.44680431485176086,0.444424569606781,1.0049993991851807,1.0061898231506348,0.0002158874
129,0.4424639344215393,0.4399850368499756,1.0051226615905762,1.0063045024871826,0.00029316783
130,0.43995600938796997,0.4374520182609558,1.0052292346954346,1.0063871145248413,0.00018497318
131,0.44412046670913696,0.44168952107429504,1.0052285194396973,1.0063798427581787,0.0002938111
132,0.4498746693134308,0.4475594162940979,1.005216360092163,1.006356954574585,0.0006035425
133,0.45995068550109863,0.45779070258140564,1.0051194429397583,1.0062826871871948,0.0004334069
134,0.47123655676841736,0.4693024158477783,1.0050032138824463,1.0061827898025513,0.00017844756
135,0.47911369800567627,0.4773571193218231,1.0049347877502441,1.0061229467391968,6.832817e-05
136,0.4837521016597748,0.48211178183555603,1.0049148797988892,1.0061019659042358,7.408285e-05
137,0.4884098470211029,0.4868791401386261,1.0048871040344238,1.00608229637146,8.118441e-07
138,0.49577757716178894,0.494434654712677,1.0048106908798218,1.0060207843780518,-0.00021244184
139,0.5027614831924438,0.5016160011291504,1.0047409534454346,1.0059583187103271,-3.2825927e-05
140,0.5085684061050415,0.5075961947441101,1.0046823024749756,1.0059043169021606,-9.764561e-05
141,0.5146270394325256,0.5138367414474487,1.0046191215515137,1.0058519840240479,7.688797e-05
142,0.5193337798118591,0.5186907649040222,1.0045664310455322,1.0058081150054932,-0.00019292568
143,0.5223693251609802,0.521825909614563,1.0045312643051147,1.0057780742645264,-2.2879161e-05
144,0.5237572193145752,0.5232628583908081,1.004514217376709,1.0057634115219116,4.1299623e-05
145,0.5247554779052734,0.5243032574653625,1.0045006275177002,1.005741834640503,-0.00037113062
146,0.5243368744850159,0.5238882899284363,1.0045229196548462,1.0057401657104492,0.0004531913
147,0.5232887268066406,0.5228222608566284,1.0045427083969116,1.0057406425476074,-0.0002228449
148,0.5221678614616394,0.5216808915138245,1.0045721530914307,1.0057505369186401,0.00019144043
149,0.5222948789596558,0.521821916103363,1.0045956373214722,1.005757212638855,5.1670024e-05
150,0.5214963555335999,0.5210142731666565,1.0046306848526,1.005768895149231,-4.011506e-05
151,0.5208877325057983,0.5203966498374939,1.004665732383728,1.005789875984192,0.00020341322
152,0.5184956192970276,0.5179495215415955,1.0047236680984497,1.005828619003296,0.00021305417
153,0.5167701840400696,0.5161826014518738,1.0047749280929565,1.005868673324585,9.614109e-05
154,0.5139905214309692,0.5133336782455444,1.0048270225524902,1.0059118270874023,-0.00027533754
155,0.5115307569503784,0.510812520980835,1.0048787593841553,1.0059558153152466,7.578453e-05
156,0.5084748864173889,0.5076752305030823,1.0049421787261963,1.0060169696807861,0.00030829053
157,0.5041795969009399,0.5032705068588257,1.0050069093704224,1.0060789585113525,-0.00047861756
158,0.49881893396377563,0.49777743220329285,1.0050957202911377,1.0061614513397217,0.00033661124
159,0.4950266182422638,0.493886262178421,1.005163311958313,1.006229043006897,0.00011480485
160,0.49191853404045105,0.4906998872756958,1.0052350759506226,1.006296157836914,0.00042179422
161,0.48803117871284485,0.486738383769989,1.0053378343582153,1.0063759088516235,0.0004001411
162,0.48504602909088135,0.48371070623397827,1.0054349899291992,1.0064446926116943,0.00025874635
163,0.4805103838443756,0.4791111648082733,1.0055627822875977,1.0065369606018066,0.0002703708
164,0.4744182825088501,0.4729371964931488,1.0057111978530884,1.0066455602645874,-6.0416205e-06
165,0.46629810333251953,0.4646932780742645,1.0058802366256714,1.0067819356918335,0.00010597435
166,0.45822200179100037,0.45649322867393494,1.0060350894927979,1.0069122314453125,-2.1633361e-05
167,0.4492453634738922,0.4473797678947449,1.0061925649642944,1.0070489645004272,-2.890572e-05
168,0.44206440448760986,0.4400953948497772,1.0063179731369019,1.007158875465393,9.0613525e-05
169,0.4386596977710724,0.43665242195129395,1.0063903331756592,1.0072212219238281,0.00017310567
170,0.4361037015914917,0.4340721666812897,1.006448745727539,1.0072712898254395,-6.9813075e-05
171,0.429214209318161,0.4271010160446167,1.0065655708312988,1.0073705911636353,-9.526979e-05
172,0.42322230339050293,0.42103394865989685,1.0066651105880737,1.0074586868286133,3.4337554e-05
173,0.417434424161911,0.41515791416168213,1.0067580938339233,1.007546305656433,0.000164584
174,0.4147830903530121,0.41247719526290894,1.0068150758743286,1.0075979232788086,0.00016248308
175,0.4124819040298462,0.4101194441318512,1.0068621635437012,1.0076501369476318,0.00017668481
176,0.41395044326782227,0.4115947484970093,1.006871223449707,1.0076652765274048,0.0005064319
177,0.4205392003059387,0.4182167053222656,1.0068089962005615,1.0076336860656738,0.00042274996
178,0.42832276225090027,0.4261109232902527,1.0067387819290161,1.0075799226760864,6.9542e-05
179,0.436738520860672,0.43459075689315796,1.0066417455673218,1.0075263977050781,0.0002915474
180,0.4428819715976715,0.4407663643360138,1.0065714120864868,1.0074995756149292,0.00036608585
181,0.4506528079509735,0.4486095905303955,1.0064773559570312,1.0074533224105835,0.00022181694
182,0.45793309807777405,0.45598384737968445,1.006389856338501,1.0074065923690796,0.00012054667
183,0.4652460217475891,0.4634210169315338,1.0063107013702393,1.0073590278625488,0.00054370053
184,0.4727635085582733,0.4710952341556549,1.0062307119369507,1.0073022842407227,8.868531e-05
185,0.47874826192855835,0.4772084057331085,1.0061709880828857,1.0072637796401978,0.00033342198
186,0.48263269662857056,0.4811895489692688,1.006136417388916,1.0072382688522339,-0.00016767894
187,0.4870028793811798,0.4856642782688141,1.006094217300415,1.0072094202041626,4.56353e-05
188,0.4919677972793579,0.49074578285217285,1.0060465335845947,1.0071810483932495,0.0002981764
189,0.4971378743648529,0.4960407614707947,1.0059956312179565,1.0071536302566528,0.00010834256
190,0.5010647177696228,0.5000667572021484,1.0059645175933838,1.007140040397644,0.00028937194
191,0.5054189562797546,0.5045334100723267,1.0059343576431274,1.007131814956665,0.00040119846
192,0.5113548636436462,0.5106345415115356,1.0058815479278564,1.0071130990982056,-0.0002539844
193,0.5160876512527466,0.5155085325241089,1.0058423280715942,1.007101058959961,6.187748e-05
194,0.5210098624229431,0.5205869078636169,1.0058048963546753,1.0070912837982178,8.159844e-05
195,0.5272814631462097,0.5270729064941406,1.0057767629623413,1.0070850849151611,0.00034678407
196,0.5326030254364014,0.5325819253921509,1.0057563781738281,1.0070828199386597,4.3940905e-05
197,0.5349341034889221,0.5349964499473572,1.005752682685852,1.0070916414260864,0.00053896254
198,0.5359712839126587,0.5360738635063171,1.005752682685852,1.0071022510528564,5.6400495e-06
199,0.5358923673629761,0.535994291305542,1.0057600736618042,1.0071173906326294,0.00023914252
200,0.5363067984580994,0.5364269614219666,1.0057737827301025,1.0071370601654053,0.0001990675
201,0.5349552631378174,0.5350258946418762,1.0057927370071411,1.0071585178375244,0.00017822275
202,0.5350592732429504,0.5351353287696838,1.0058146715164185,1.0071824789047241,0.00010386615
203,0.5329042077064514,0.532898485660553,1.0058435201644897,1.0072113275527954,0.0003876602
204,0.528931200504303,0.52876877784729,1.0058761835098267,1.0072431564331055,0.00026113176
205,0.5258405804634094,0.5255494713783264,1.0059059858322144,1.0072733163833618,-1.8000825e-05
206,0.5253777503967285,0.5250629782676697,1.0059319734573364,1.007298231124878,-2.5836503e-05
207,0.5241672396659851,0.5237991809844971,1.0059581995010376,1.007323980331421,2.0761858e-05
208,0.5206668972969055,0.5201546549797058,1.005998969078064,1.0073597431182861,0.00037930754
209,0.5165622234344482,0.5158835053443909,1.0060381889343262,1.007392406463623,-0.00025388185
210,0.5146507024765015,0.5138911604881287,1.0060694217681885,1.0074186325073242,6.45779e-05
211,0.5100767016410828,0.5091376304626465,1.0061193704605103,1.007459044456482,0.00016828533
212,0.5083436965942383,0.5073320269584656,1.0061441659927368,1.0074819326400757,-0.00025897258
213,0.5079637765884399,0.506925642490387,1.0061569213867188,1.007498860359192,1.4766527e-05
214,0.5063625574111938,0.5052574276924133,1.0061827898025513,1.007523775100708,9.184798e-05
215,0.503444492816925,0.5022290349006653,1.0062172412872314,1.0075535774230957,-0.00021380957
216,0.5024608373641968,0.5012227892875671,1.0062426328659058,1.0075647830963135,-0.00017744614
217,0.5002760291099548,0.49898722767829895,1.006290316581726,1.0075856447219849,0.0003291164
218,0.49949851632118225,0.49819883704185486,1.0063269138336182,1.0076040029525757,0.0002807989
219,0.500478982925415,0.49922052025794983,1.0063457489013672,1.0076125860214233,6.018454e-05
220,0.49989059567451477,0.49862417578697205,1.0063782930374146,1.007630467414856,-7.848471e-05
221,0.4986400008201599,0.49734389781951904,1.0064173936843872,1.0076535940170288,-2.73054e-05
222,0.4973253309726715,0.49599379301071167,1.0064557790756226,1.0076791048049927,8.8067616e-05
223,0.49803417921066284,0.4967404007911682,1.0064805746078491,1.007688045501709,-2.5941008e-06
224,0.4978339672088623,0.496561735868454,1.0065197944641113,1.0077003240585327,-1.4570785e-05
225,0.4979255795478821,0.4966869354248047,1.0065637826919556,1.0077136754989624,0.00032201974
226,0.49759554862976074,0.49636879563331604,1.006608247756958,1.0077334642410278,0.00016247928
227,0.4998551905155182,0.49871453642845154,1.0066293478012085,1.0077357292175293,9.7388234e-05
228,0.5015546679496765,0.5004856586456299,1.0066564083099365,1.0077406167984009,7.585534e-05
229,0.5022802948951721,0.5012510418891907,1.0066890716552734,1.0077524185180664,2.2178523e-05
230,0.5037634968757629,0.5027981996536255,1.0067172050476074,1.0077574253082275,2.061297e-05
231,0.5057374835014343,0.5048491954803467,1.006742238998413,1.0077582597732544,-1.2097316e-06
232,0.5073276162147522,0.5065061450004578,1.0067740678787231,1.007763147354126,0.00029949838
233,0.5084633231163025,0.5076942443847656,1.0068097114562988,1.0077720880508423,0.00013394056
234,0.5091943144798279,0.5084599852561951,1.0068434476852417,1.0077849626541138,5.805579e-05
235,0.5125290751457214,0.5118813514709473,1.0068576335906982,1.0077885389328003,0.0003311761
236,0.5163742303848267,0.5158182382583618,1.00686514377594,1.0077910423278809,0.00014565085
237,0.5185489058494568,0.5180442929267883,1.0068804025650024,1.007802128791809,6.7097e-05
238,0.521225094795227,0.5207833647727966,1.0068998336791992,1.0078140497207642,0.00041676022
239,0.5249297022819519,0.524569571018219,1.0069191455841064,1.007826566696167,0.00047452445
240,0.5292453765869141,0.5289762616157532,1.0069353580474854,1.0078378915786743,0.00013933404
241,0.5324867367744446,0.5322849154472351,1.0069549083709717,1.0078531503677368,0.00020305994
242,0.535154402256012,0.535006582736969,1.0069745779037476,1.0078684091567993,-4.4711953e-05
243,0.5382835268974304,0.5381991863250732,1.0069907903671265,1.0078812837600708,-0.00011133775
244,0.5410685539245605,0.5410394668579102,1.0070077180862427,1.00789475440979,3.9904833e-05
245,0.5425033569335938,0.5425000190734863,1.0070273876190186,1.007910132408142,0.00018084342
246,0.5443755984306335,0.544405460357666,1.0070477724075317,1.007925271987915,-5.718568e-06
247,0.5451488494873047,0.5451874732971191,1.0070775747299194,1.0079467296600342,0.00067291723
248,0.5449933409690857,0.5450210571289062,1.0071059465408325,1.0079668760299683,-9.939395e-07
249,0.544047474861145,0.5440482497215271,1.0071321725845337,1.007986068725586,9.222138e-06
250,0.5437057018280029,0.5436921715736389,1.007154941558838,1.0080028772354126,-0.00020716601
251,0.5445746779441833,0.5445718169212341,1.0071784257888794,1.0080205202102661,0.00013627279
252,0.5461696982383728,0.5461926460266113,1.0072014331817627,1.0080379247665405,1.44277055e-05
253,0.5462529063224792,0.5462708473205566,1.007227897644043,1.0080561637878418,0.00018676533
254,0.5468447208404541,0.5468681454658508,1.0072543621063232,1.0080742835998535,4.8398622e-05
255,0.5469088554382324,0.5469279289245605,1.007279634475708,1.008091688156128,-2.6387705e-05
256,0.54694664478302,0.5469602942466736,1.007305383682251,1.0081098079681396,0.00015459386
257,0.5462444424629211,0.5462387204170227,1.0073314905166626,1.0081273317337036,3.1467898e-06
258,0.5449457168579102,0.5449102520942688,1.007364273071289,1.0081491470336914,0.0005740174
259,0.5440971255302429,0.544041097164154,1.0074018239974976,1.0081732273101807,0.00041415024
260,0.5435940027236938,0.5435249209403992,1.007436990737915,1.008195161819458,-8.954848e-05
261,0.5422465801239014,0.542148232460022,1.007474422454834,1.0082191228866577,0.00033237928
262,0.5425255298614502,0.5424289107322693,1.0075043439865112,1.0082383155822754,-0.0002807072
263,0.5427843928337097,0.5426892638206482,1.0075335502624512,1.0082577466964722,0.00013601968
264,0.5433880090713501,0.5433002710342407,1.0075623989105225,1.0082777738571167,0.00021832692
265,0.5458627939224243,0.5458188652992249,1.0075873136520386,1.0082945823669434,-9.832482e-05
266,0.5466545820236206,0.5466234683990479,1.0076162815093994,1.0083141326904297,0.0004029675
267,0.5482260584831238,0.5482235550880432,1.0076484680175781,1.0083346366882324,0.0003076123
268,0.5495513081550598,0.5495726466178894,1.0076736211776733,1.0083504915237427,-0.0004890799
269,0.5503222942352295,0.5503562688827515,1.007699966430664,1.0083673000335693,0.00020819303
270,0.5500504970550537,0.5500746369361877,1.007729411125183,1.0083860158920288,0.0004895547
271,0.5478500723838806,0.547826886177063,1.007760763168335,1.0084073543548584,0.00055900146
272,0.5466183423995972,0.5465662479400635,1.0077893733978271,1.008427619934082,5.4813732e-05
273,0.5446351170539856,0.5445414781570435,1.007817268371582,1.008447527885437,6.750496e-05
274,0.5410386323928833,0.5408753156661987,1.007846474647522,1.0084689855575562,0.00019538614
275,0.5382935404777527,0.5380764603614807,1.0078715085983276,1.0084880590438843,-9.674049e-05
276,0.536206066608429,0.5359476804733276,1.0078940391540527,1.0085054636001587,-5.832986e-06
277,0.5341029167175293,0.5338061451911926,1.007916808128357,1.0085221529006958,7.4500924e-05
278,0.5321159362792969,0.5317856073379517,1.0079412460327148,1.0085383653640747,0.00010869479
279,0.5308276414871216,0.5304761528968811,1.0079631805419922,1.0085521936416626,-7.385625e-06
280,0.5277905464172363,0.5273945927619934,1.0079931020736694,1.0085711479187012,0.00014499687
281,0.5249558687210083,0.5245178937911987,1.0080236196517944,1.0085923671722412,0.00049817754
282,0.5215759873390198,0.521089494228363,1.0080560445785522,1.0086146593093872,4.8059817e-05
283,0.5178226232528687,0.5172849297523499,1.008089542388916,1.008636713027954,-7.5220014e-05
284,0.5139917731285095,0.513405442237854,1.0081247091293335,1.0086584091186523,0.00019553019
285,0.5100483894348145,0.5094153881072998,1.0081593990325928,1.008678674697876,-0.00011604803
286,0.5062527060508728,0.505577564239502,1.008194923400879,1.0086991786956787,0.00031796203
287,0.5036569833755493,0.5029582977294922,1.0082252025604248,1.0087171792984009,0.0005041299
288,0.5021893978118896,0.5014864206314087,1.008249044418335,1.0087299346923828,3.0597846e-05
289,0.49975597858428955,0.4990300238132477,1.0082749128341675,1.0087459087371826,-0.00020198306
290,0.497608482837677,0.496866911649704,1.0083012580871582,1.0087611675262451,0.00026186416
291,0.49463337659835815,0.49386632442474365,1.0083332061767578,1.0087796449661255,0.00023962274
292,0.4908252954483032,0.4900239408016205,1.0083686113357544,1.008799433708191,-0.00017342318
293,0.48619532585144043,0.48534977436065674,1.0084079504013062,1.0088220834732056,9.5533294e-05
294,0.4812001883983612,0.4803074598312378,1.008448600769043,1.0088461637496948,0.00018906478
295,0.47556769847869873,0.4746129810810089,1.0084896087646484,1.0088735818862915,9.436329e-05
296,0.46967989206314087,0.46865758299827576,1.0085302591323853,1.0089021921157837,0.0002467935
297,0.46427613496780396,0.4631832540035248,1.0085633993148804,1.008928894996643,-0.00014392249
298,0.4617324471473694,0.4606079161167145,1.008578896522522,1.0089435577392578,-0.00018606891
299,0.45742854475975037,0.45624151825904846,1.0086041688919067,1.008966088294983,0.0002620166
300,0.4550905227661133,0.4538574814796448,1.0086153745651245,1.0089812278747559,-0.00025415758
301,0.45672184228897095,0.4555157721042633,1.008608102798462,1.008979320526123,5.35977e-05
302,0.45793864130973816,0.45675116777420044,1.0086032152175903,1.0089796781539917,5.669058e-05
303,0.4611666202545166,0.46002906560897827,1.0085896253585815,1.0089738368988037,0.0005223852
304,0.46519023180007935,0.4641193449497223,1.0085736513137817,1.0089657306671143,0.0004942618
305,0.4702896773815155,0.4692993760108948,1.008551836013794,1.0089550018310547,0.0005073952
306,0.4764801263809204,0.475582093000412,1.0085195302963257,1.008939266204834,-0.00015444975
307,0.48187848925590515,0.48106250166893005,1.0084911584854126,1.008926272392273,0.00035184115
